id,data,cidade_id,local,bairro,via,numero,latitude,longitude,natureza_id,hora,periodo
963,2015-07-31,1,"Centro, Rua Centro Oeste",Centro,Rua Centro Oeste,,,,6,10:12:00,06:00 - 11:59
964,2015-07-27,1,"Jardim Pérola, Rua dos Topázios, 291",Jardim Pérola,Rua dos Topázios,291,-11.9017848,-55.50860260000002,5,10:20:00,06:00 - 11:59
965,2015-07-23,1,"Setor Industrial, Valdir Dorner",Setor Industrial,Valdir Dorner,,,,3,10:30:00,06:00 - 11:59
966,2015-07-31,1,"Vitória Régia, Avenida André Maggi, 47",Vitória Régia,Avenida André Maggi,47,-11.8425932,-55.5210386,3,10:30:00,06:00 - 11:59
967,2015-07-27,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,3,10:40:00,06:00 - 11:59
968,2015-07-02,1,"Jardim Imperial, Avenida dos Ingás, 4411",Jardim Imperial,Avenida dos Ingás,4411,-11.8312642,-55.51163329999997,3,10:50:00,06:00 - 11:59
969,2015-07-20,1,"Centro, Rua Centro Oeste",Centro,Rua Centro Oeste,,,,3,11:00:00,06:00 - 11:59
970,2015-07-21,1,"Jardim das Violetas, Avenida André Maggi",Jardim das Violetas,Avenida André Maggi,,-11.8323105,-55.51477269999998,7,11:10:00,06:00 - 11:59
971,2015-07-28,1,"Centro, Avenida das Acácias, 2368",Centro,Avenida das Acácias,2368,-11.8496383,-55.50440420000001,6,11:30:00,06:00 - 11:59
972,2015-07-03,1,"Jardim das Nações, Rua João de Barro, 352",Jardim das Nações,Rua João de Barro,352,-11.8538788,-55.529689700000006,3,12:00:00,12:00 - 17:59
973,2015-07-09,1,"Jardim Imperial, Rua dos Açaís, 447",Jardim Imperial,Rua dos Açaís,447,-11.8486906,-55.5143157,3,12:00:00,12:00 - 17:59
974,2015-07-14,1,"Residencial Montreal Park, Rua 1, 454",Residencial Montreal Park,Rua 1,454,,,6,12:00:00,12:00 - 17:59
975,2015-07-15,1,"Jardim das Azaléias, Avenida Perimetral Norte",Jardim das Azaléias,Avenida Perimetral Norte,,-11.8232803,-55.504311599999994,3,12:00:00,12:00 - 17:59
976,2015-07-24,1,"Jardim Boa Esperança, Paulo Pan",Jardim Boa Esperança,Paulo Pan,,-11.8354493,-55.52346929999999,3,12:05:00,12:00 - 17:59
977,2015-07-24,1,"Jardim Boa Esperança, Paulo Pan",Jardim Boa Esperança,Paulo Pan,,-11.8354493,-55.52346929999999,6,12:05:00,12:00 - 17:59
978,2015-07-20,1,"Setor Industrial, Rua João Pedro Moreira de Carvalho",Setor Industrial,Rua João Pedro Moreira de Carvalho,,-11.8579625,-55.49351619999999,6,12:15:00,12:00 - 17:59
979,2015-07-07,1,"Setor Industrial, Avenida Alexandre Ferronato",Setor Industrial,Avenida Alexandre Ferronato,,-11.861312,-55.483466799999974,3,12:30:00,12:00 - 17:59
980,2015-07-10,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,3,12:30:00,12:00 - 17:59
981,2015-07-14,1,"Jardim Imperial, Rua dos Eucaliptos, 1200",Jardim Imperial,Rua dos Eucaliptos,1200,-11.8451848,-55.51637679999999,3,12:40:00,12:00 - 17:59
982,2015-07-16,1,"Centro, Avenida Governador Júlio Campos, 143",Centro,Avenida Governador Júlio Campos,143,-11.8575032,-55.498391500000025,6,12:45:00,12:00 - 17:59
983,2015-07-08,1,"Centro, Avenida das Sibipirunas, 2930",Centro,Avenida das Sibipirunas,2930,-11.8612751,-55.5030567,6,13:00:00,12:00 - 17:59
984,2015-07-08,1,"Setor Comercial, Avenida das Itaúbas, 4038",Setor Comercial,Avenida das Itaúbas,4038,-11.8811951,-55.517092700000035,3,13:00:00,12:00 - 17:59
985,2015-07-23,1,"Vila América, Estrada Sabrina, 593",Vila América,Estrada Sabrina,593,-11.9237766,-55.50579849999997,3,13:05:00,12:00 - 17:59
986,2015-07-03,1,"Daury Riva, Rua 23 de Julho",Daury Riva,Rua 23 de Julho,,-11.8381571,-55.52379100000002,7,13:10:00,12:00 - 17:59
987,2015-07-21,1,"Jardim Ipanema, Rua João Pedro Moreira de Carvalho",Jardim Ipanema,Rua João Pedro Moreira de Carvalho,,-11.8982529,-55.50460659999999,3,13:10:00,12:00 - 17:59
988,2015-07-07,1,"Jardim das Acácias, Avenida André Maggi",Jardim das Acácias,Avenida André Maggi,,-11.834757,-55.5164532,5,14:00:00,12:00 - 17:59
989,2015-07-11,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,6,14:00:00,12:00 - 17:59
990,2015-07-13,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,6,14:00:00,12:00 - 17:59
991,2015-07-15,1,"Jardim Florença, Rua Turim, 02",Jardim Florença,Rua Turim,02,,,3,14:00:00,12:00 - 17:59
992,2015-07-08,1,"Parque das Araras, Rua das Primaveras, 6598",Parque das Araras,Rua das Primaveras,6598,-11.829295,-55.49347130000001,3,14:00:00,12:00 - 17:59
993,2015-07-16,1,"Jardim das Oliveiras, Rua das Bracatingas, 602",Jardim das Oliveiras,Rua das Bracatingas,602,-11.8244335,-55.50580630000002,3,14:00:00,12:00 - 17:59
994,2015-07-16,1,"Jardim Jacarandás, Avenida dos Jatobás, 430B",Jardim Jacarandás,Avenida dos Jatobás,430B,-11.8812972,-55.504768600000034,3,14:00:00,12:00 - 17:59
995,2015-07-25,1,"Jardim Pérola, Avenida dos Jacarandás",Jardim Pérola,Avenida dos Jacarandás,,-11.8577448,-55.49788560000002,5,14:10:00,12:00 - 17:59
996,2015-07-04,1,"Vila Juliana, Rua Projetada 10",Vila Juliana,Rua Projetada 10,,-11.8314733,-55.479103399999985,7,14:15:00,12:00 - 17:59
997,2015-07-02,1,"Centro, Rua das Nogueiras",Centro,Rua das Nogueiras,,-11.8567746,-55.504224499999964,6,14:30:00,12:00 - 17:59
998,2015-07-04,1,"Setor Industrial Norte, Rua dos Lírios",Setor Industrial Norte,Rua dos Lírios,,-11.8570973,-55.49922649999996,6,14:30:00,12:00 - 17:59
999,2015-07-08,1,"Jardim Celeste, Avenida Joaquim Socreppa, 05",Jardim Celeste,Avenida Joaquim Socreppa,05,,,3,14:30:00,12:00 - 17:59
1000,2015-07-25,1,"Jardim Pérola, Rua dos Topázios",Jardim Pérola,Rua dos Topázios,,-11.9015701,-55.50938759999997,5,14:30:00,12:00 - 17:59
1001,2015-07-30,1,"Jardim das Primaveras, Rua das Primaveras, 6302",Jardim das Primaveras,Rua das Primaveras,6302,-11.8318465,-55.494080499999995,6,14:30:00,12:00 - 17:59
1002,2015-07-30,1,"Residencial Gente Feliz, Projetada 02, 05",Residencial Gente Feliz,Projetada 02,05,-11.8517285,-55.48539260000001,3,14:30:00,12:00 - 17:59
1003,2015-07-07,1,"Jardim das Acácias, Avenida André Maggi",Jardim das Acácias,Avenida André Maggi,,-11.834757,-55.5164532,5,14:40:00,12:00 - 17:59
1004,2015-07-26,1,"São Cristóvão, Rua Colonizador Ênio Pipino",São Cristóvão,Rua Colonizador Ênio Pipino,,-11.8972599,-55.50487650000002,3,14:40:00,12:00 - 17:59
1005,2015-07-11,1,"Centro, Rua dos Lírios",Centro,Rua dos Lírios,,-11.8570973,-55.49922649999996,6,14:50:00,12:00 - 17:59
1006,2015-07-09,1,"Centro, Rua das Nogueiras, 1288",Centro,Rua das Nogueiras,1288,-11.8553151,-55.509656199999995,6,14:56:00,12:00 - 17:59
1007,2015-07-11,1,"Centro, Avenida das Palmeiras",Centro,Avenida das Palmeiras,,-11.84693538,-55.50526229,2,15:00:00,12:00 - 17:59
1008,2015-07-13,1,"Jardim Imperial, Rua dos Monjoleiros, 1141",Jardim Imperial,Rua dos Monjoleiros,1141,-11.8394569,-55.51429439999998,3,15:00:00,12:00 - 17:59
1009,2015-07-14,1,"Centro, Avenida Governador Júlio Campos, 831",Centro,Avenida Governador Júlio Campos,831,-11.8559048,-55.50445070000001,3,15:00:00,12:00 - 17:59
1010,2015-07-14,1,"Jardim das Nações, Rua dos Canários, 636",Jardim das Nações,Rua dos Canários,636,-11.8568999,-55.527276900000004,3,15:00:00,12:00 - 17:59
1011,2015-07-20,1,"Setor Industrial, Rua Porto Velho",Setor Industrial,Rua Porto Velho,,-11.8606221,-55.491341199999965,3,15:00:00,12:00 - 17:59
1012,2015-07-06,1,"Jardim das Azaléias, Avenida Perimetral Norte",Jardim das Azaléias,Avenida Perimetral Norte,,-11.8232803,-55.504311599999994,3,15:00:00,12:00 - 17:59
1013,2015-07-03,1,"Vila Santana, Rua Rua",Vila Santana,Rua Rua,,-11.8893557,-55.51717159999998,6,15:15:00,12:00 - 17:59
1014,2015-07-05,1,"Jardim Paulista, Avenida Paulista",Jardim Paulista,Avenida Paulista,,-11.8882046,-55.517815600000006,3,15:30:00,12:00 - 17:59
1015,2015-07-06,1,"Zona Rural, Estrada Ângela",Zona Rural,Estrada Ângela,,-11.9817815,-55.51200670000003,7,15:30:00,12:00 - 17:59
1016,2015-07-27,1,"Setor Industrial, Rua João Pedro Moreira de Carvalho",Setor Industrial,Rua João Pedro Moreira de Carvalho,,-11.8579625,-55.49351619999999,3,15:30:00,12:00 - 17:59
1017,2015-07-31,1,"Sebastião de Matos, Rolandia",Sebastião de Matos,Rolandia,,,,3,15:30:00,12:00 - 17:59
1018,2015-07-21,1,"São Cristóvão, BR 163",São Cristóvão,BR 163,,-14.4024697,-56.10886420000003,6,15:30:00,12:00 - 17:59
1019,2015-07-02,1,"Jardim das Oliveiras 2, Rua dos Angelins, 250",Jardim das Oliveiras 2,Rua dos Angelins,250,-11.827127,-55.504015200000026,3,16:00:00,12:00 - 17:59
1020,2015-07-03,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,8,16:00:00,12:00 - 17:59
1021,2015-07-25,1,"Parque das Araras, Rua dos Faveiros",Parque das Araras,Rua dos Faveiros,,-11.8308564,-55.49388160000001,3,16:00:00,12:00 - 17:59
1022,2015-07-28,1,"Residencial Sul, Rua dos Lírios",Residencial Sul,Rua dos Lírios,,-11.8624777,-55.50062779999996,3,16:00:00,12:00 - 17:59
1023,2015-07-30,1,"Setor Industrial Norte, Avenida Alexandre Ferronato, 1200",Setor Industrial Norte,Avenida Alexandre Ferronato,1200,-11.8615542,-55.48257810000001,3,16:00:00,12:00 - 17:59
1024,2015-07-22,1,"Jardim Botânico, Avenida das Acácias",Jardim Botânico,Avenida das Acácias,,-11.8589684,-55.50691640000002,3,16:15:00,12:00 - 17:59
1025,2015-07-03,1,"Vila Juliana, Rua Projetada 10, 04",Vila Juliana,Rua Projetada 10,04,-11.8679895,-55.49196760000001,2,16:20:00,12:00 - 17:59
1026,2015-07-03,1,"Vila Juliana, Rua Projetada 10, 04",Vila Juliana,Rua Projetada 10,04,-11.8679895,-55.49196760000001,7,16:20:00,12:00 - 17:59
1027,2015-07-02,1,"Jardim das Violetas, Avenida das Itaúbas, 5842",Jardim das Violetas,Avenida das Itaúbas,5842,-11.8335718,-55.50473290000002,3,16:30:00,12:00 - 17:59
1028,2015-07-15,1,"Setor Comercial, Rua das Azaléias, 851",Setor Comercial,Rua das Azaléias,851,-11.8622047,-55.51071289999999,3,16:30:00,12:00 - 17:59
1029,2015-07-01,1,"Jardim Imperial, Rua dos Cajueiros",Jardim Imperial,Rua dos Cajueiros,,-11.8470317,-55.516672099999994,3,16:30:00,12:00 - 17:59
1030,2015-07-29,1,"Comunidade Novo Jardim, Estrada Sabrina",Comunidade Novo Jardim,Estrada Sabrina,,-11.9133693,-55.49841520000001,7,16:30:00,12:00 - 17:59
1031,2015-07-02,1,"Jardim Itália 2, Rua Roma, 649",Jardim Itália 2,Rua Roma,649,-11.8470468,-55.53449869999997,6,16:45:00,12:00 - 17:59
1032,2015-07-27,1,"Jardim das Violetas, Avenida dos Pinheiros",Jardim das Violetas,Avenida dos Pinheiros,,-11.8296759,-55.50679930000001,6,16:50:00,12:00 - 17:59
1033,2015-07-01,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,6,17:00:00,12:00 - 17:59
1034,2015-07-14,1,"Jardim Lisboa, Rua 8, 196",Jardim Lisboa,Rua 8,196,,,3,17:00:00,12:00 - 17:59
1035,2015-07-16,1,"Centro, Rua das Nogueiras",Centro,Rua das Nogueiras,,-11.8567746,-55.504224499999964,3,17:00:00,12:00 - 17:59
1036,2015-07-17,1,"Jardim Lisboa, Rua Dalva de Oliveira, 670",Jardim Lisboa,Rua Dalva de Oliveira,670,-11.8691787,-55.54553320000002,3,17:00:00,12:00 - 17:59
1037,2015-07-21,1,"Zona Rural, Estrada Sabrina",Zona Rural,Estrada Sabrina,,-11.9133693,-55.49841520000001,3,17:00:00,12:00 - 17:59
1038,2015-07-31,1,"Jardim das Primaveras, Rua das Colombinas, 2021",Jardim das Primaveras,Rua das Colombinas,2021,-11.8346052,-55.491037199999994,3,17:00:00,12:00 - 17:59
1039,2015-07-28,1,"Setor Industrial Sul, Valdir Doerner",Setor Industrial Sul,Valdir Doerner,,,,8,17:05:00,12:00 - 17:59
1040,2015-07-16,1,"Jardim das Oliveiras, Rua dos Cravos",Jardim das Oliveiras,Rua dos Cravos,,-11.8261965,-55.50811850000002,6,17:15:00,12:00 - 17:59
1041,2015-07-17,1,"Vila Itália, Rua Japão",Vila Itália,Rua Japão,,-11.9019053,-55.49737700000003,3,17:20:00,12:00 - 17:59
1042,2015-07-02,1,"Centro, Rua das Violetas",Centro,Rua das Violetas,,-11.85138747,-55.51225749,3,17:30:00,12:00 - 17:59
1043,2015-07-31,1,"Setor Comercial, Rua das Azaléias, 2545",Setor Comercial,Rua das Azaléias,2545,-11.8472584,-55.50693309999997,3,17:30:00,12:00 - 17:59
1044,2015-07-14,1,"Vila Itália, Rua Toscana",Vila Itália,Rua Toscana,,-11.8982674,-55.496715800000004,3,18:00:00,18:00 - 23:59
1045,2015-07-20,1,"Jardim Florença, Avenida Bruno Martini, 820",Jardim Florença,Avenida Bruno Martini,820,-11.8538368,-55.53764960000001,3,18:00:00,18:00 - 23:59
1046,2015-07-22,1,"Setor Industrial Norte, Rua das Colombinas, 1766",Setor Industrial Norte,Rua das Colombinas,1766,-11.836528,-55.49139930000001,3,18:00:00,18:00 - 23:59
1047,2015-07-31,1,"Setor Industrial Sul, Rua das Samambaias, 1553",Setor Industrial Sul,Rua das Samambaias,1553,-11.8738904,-55.50109170000002,3,18:00:00,18:00 - 23:59
1048,2015-07-10,1,"Centro, Rua das Primaveras, 3206",Centro,Rua das Primaveras,3206,-11.8586535,-55.5010355,3,18:00:00,18:00 - 23:59
1049,2015-07-02,1,"Jardim das Primaveras, Rua das Primaveras",Jardim das Primaveras,Rua das Primaveras,,-11.8406611,-55.49643040000001,6,18:10:00,18:00 - 23:59
1050,2015-07-18,1,"Jardim das Palmeiras, Avenida dos Ingás, 9918",Jardim das Palmeiras,Avenida dos Ingás,9918,-11.8312757,-55.511636299999964,6,18:15:00,18:00 - 23:59
1051,2015-07-12,1,"Jardim São Francisco, Santa Edivirgens",Jardim São Francisco,Santa Edivirgens,,,,6,18:20:00,18:00 - 23:59
1052,2015-07-10,1,"Jardim Botânico, Rua das Cerejeiras",Jardim Botânico,Rua das Cerejeiras,,-11.8659342,-55.5072993,6,18:30:00,18:00 - 23:59
1053,2015-07-22,1,"Jardim Celeste, Rua das Laranjeiras, 1146",Jardim Celeste,Rua das Laranjeiras,1146,-11.8782253,-55.51300409999999,3,18:30:00,18:00 - 23:59
1054,2015-07-21,1,"Jardim Imperial, Avenida dos Ingás",Jardim Imperial,Avenida dos Ingás,,-11.8457956,-55.51259249999998,6,18:40:00,18:00 - 23:59
1055,2015-07-06,1,"Centro, Rua dos Álamos",Centro,Rua dos Álamos,,-11.8513004,-55.50787539999999,6,18:45:00,18:00 - 23:59
1056,2015-07-06,1,"Setor Comercial, Rua dos Álamos, 52",Setor Comercial,Rua dos Álamos,52,-11.8515088,-55.50700789999996,6,18:45:00,18:00 - 23:59
1057,2015-07-29,1,"Residencial Vida Nova, Rua 1, 16",Residencial Vida Nova,Rua 1,16,,,3,18:47:00,18:00 - 23:59
1058,2015-07-13,1,"Jardim das Violetas, Avenida das Itaúbas",Jardim das Violetas,Avenida das Itaúbas,,-11.8347526,-55.505066699999986,6,18:50:00,18:00 - 23:59
1059,2015-07-06,1,"Jardim Botânico, Rua dos Coqueiros, 963",Jardim Botânico,Rua dos Coqueiros,963,-11.8693399,-55.510150299999964,6,19:00:00,18:00 - 23:59
1060,2015-07-11,1,"Setor Industrial Norte, Rua Colonizador Ênio Pipino, 6119",Setor Industrial Norte,Rua Colonizador Ênio Pipino,6119,-11.8386406,-55.48976529999999,3,19:00:00,18:00 - 23:59
1061,2015-07-13,1,"Setor Industrial Sul, Rua das Samambaias, 1303",Setor Industrial Sul,Rua das Samambaias,1303,-11.8767371,-55.50183270000002,3,19:00:00,18:00 - 23:59
1062,2015-07-15,1,"Vila América, Princesa Isabel",Vila América,Princesa Isabel,,,,5,19:00:00,18:00 - 23:59
1063,2015-07-29,1,"Jardim Ibirapuera, Avenida Joaquim Socreppa, 871",Jardim Ibirapuera,Avenida Joaquim Socreppa,871,,,6,19:00:00,18:00 - 23:59
1064,2015-07-18,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,7,19:10:00,18:00 - 23:59
1065,2015-07-20,1,"Centro, Avenida Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.85656,-55.501236000000006,6,19:10:00,18:00 - 23:59
1066,2015-07-22,1,"Centro, Rua dos Cajueiros, 3971",Centro,Rua dos Cajueiros,3971,-11.8463005,-55.51995249999999,6,19:10:00,18:00 - 23:59
1067,2015-07-06,1,"Centro, Avenida das Embaúbas",Centro,Avenida das Embaúbas,,-11.8573162,-55.50872559999999,6,19:20:00,18:00 - 23:59
1068,2015-07-15,1,"Zona Rural, MT 220",Zona Rural,MT 220,,-11.6788835,-55.57803510000002,6,19:20:00,18:00 - 23:59
1069,2015-07-15,1,"Jardim Umuarama 2, Rua José Gonçalves",Jardim Umuarama 2,Rua José Gonçalves,,-11.9236527,-55.506353200000035,6,19:20:00,18:00 - 23:59
1070,2015-07-05,1,"Camping Club, BR 163",Camping Club,BR 163,,-11.8480193,-55.5081012,3,19:30:00,18:00 - 23:59
1071,2015-07-15,1,"Jardim Umuarama, José Gonçalo",Jardim Umuarama,José Gonçalo,,,,6,19:30:00,18:00 - 23:59
1072,2015-07-15,1,"Jardim das Oliveiras 2, Rua dos Angelins, 130",Jardim das Oliveiras 2,Rua dos Angelins,130,-11.8270466,-55.50439640000002,3,19:30:00,18:00 - 23:59
1073,2015-07-19,1,"Centro, Avenida dos Jacarandás",Centro,Avenida dos Jacarandás,,-11.8880467,-55.505763900000034,6,19:30:00,18:00 - 23:59
1074,2015-07-19,1,"Recanto dos Pássaros, Avenida das Águias, 437",Recanto dos Pássaros,Avenida das Águias,437,-11.8204931,-55.515714600000024,3,19:30:00,18:00 - 23:59
1075,2015-07-21,1,"Jardim das Palmeiras, Rua das Dracenas",Jardim das Palmeiras,Rua das Dracenas,,-11.842382,-55.508699999999976,6,19:30:00,18:00 - 23:59
1076,2015-07-27,1,"Belo Ramo, BR 163",Belo Ramo,BR 163,,-11.8260982,-55.48594630000002,6,19:30:00,18:00 - 23:59
1077,2015-07-29,1,"Jardim Jacarandás, Avenida dos Jacarandás",Jardim Jacarandás,Avenida dos Jacarandás,,-11.8806081,-55.50392039999997,6,19:30:00,18:00 - 23:59
1078,2015-07-29,1,"Zona Rural, MT 140",Zona Rural,MT 140,,-12.091252,-55.4076766,6,19:30:00,18:00 - 23:59
1079,2015-07-02,1,"Jardim das Palmeiras, Rua dos Monjoleiros",Jardim das Palmeiras,Rua dos Monjoleiros,,-11.8409343,-55.5083305,6,19:40:00,18:00 - 23:59
1080,2015-07-18,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,8,19:40:00,18:00 - 23:59
1081,2015-07-11,1,"Pequena Londres, Rio Kayabis",Pequena Londres,Rio Kayabis,,,,6,19:50:00,18:00 - 23:59
1082,2015-07-05,1,"Jardim das Oliveiras, Rua das Alfazemas, 769",Jardim das Oliveiras,Rua das Alfazemas,769,-11.8270357,-55.50804340000002,3,20:00:00,18:00 - 23:59
1083,2015-07-07,1,"Setor Industrial Sul, Rua Colonizador Ênio Pipino",Setor Industrial Sul,Rua Colonizador Ênio Pipino,,-11.8528828,-55.49349059999997,3,20:00:00,18:00 - 23:59
1084,2015-07-07,1,"Belo Ramo, Rua Central, 574",Belo Ramo,Rua Central,574,-11.9243322,-55.506180400000005,3,20:00:00,18:00 - 23:59
1085,2015-07-16,1,"Centro, Rua das Avencas",Centro,Rua das Avencas,,-11.8475291,-55.50549030000002,6,20:00:00,18:00 - 23:59
1086,2015-07-13,1,"Jardim Novo Estado, Rua Alfredo Lenz",Jardim Novo Estado,Rua Alfredo Lenz,,-11.8322656,-55.52070220000002,3,20:00:00,18:00 - 23:59
1087,2015-07-17,1,"Aquarela Brasil, Adoniram Barbosa, 185",Aquarela Brasil,Adoniram Barbosa,185,-11.8675331,-55.545701699999995,6,20:00:00,18:00 - 23:59
1088,2015-07-18,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,7,20:00:00,18:00 - 23:59
1089,2015-07-18,1,"Jardim Paraíso, Avenida das Itaúbas",Jardim Paraíso,Avenida das Itaúbas,,-11.8673964,-55.5137302,6,20:00:00,18:00 - 23:59
1090,2015-07-19,1,"Centro, Avenida das Sibipirunas",Centro,Avenida das Sibipirunas,,-11.8556195,-55.501794200000006,3,20:00:00,18:00 - 23:59
1091,2015-07-29,1,"Jardim Imperial, Rua dos Marfins, 900",Jardim Imperial,Rua dos Marfins,900,-11.8438128,-55.513167299999964,6,20:00:00,18:00 - 23:59
1092,2015-07-11,1,"Centro, Rua das Violetas",Centro,Rua das Violetas,,-11.85251115,-55.51264641,6,20:10:00,18:00 - 23:59
1093,2015-07-04,1,"Setor Industrial Norte, Rua Colonizador Ênio Pipino",Setor Industrial Norte,Rua Colonizador Ênio Pipino,,-11.8408251,-55.49032940000001,6,20:15:00,18:00 - 23:59
1094,2015-07-11,1,"Jardim Terra Rica, Rua Caxias do Sul, 484",Jardim Terra Rica,Rua Caxias do Sul,484,-11.878949,-55.4936601,6,20:15:00,18:00 - 23:59
1095,2015-07-03,1,"Centro, Avenida Governador Júlio Campos",Centro,Avenida Governador Júlio Campos,,-11.8559949,-55.5040242,2,20:20:00,18:00 - 23:59
1096,2015-07-17,1,"Jardim do Ouro, BR 163",Jardim do Ouro,BR 163,,-11.8095728,-55.48177420000002,6,20:23:00,18:00 - 23:59
1097,2015-07-27,1,"Jardim Imperial, Rua dos Angicos, 722",Jardim Imperial,Rua dos Angicos,722,-11.8468131,-55.51361929999996,5,20:25:00,18:00 - 23:59
1098,2015-07-19,1,"Centro, Rua das Azaléias, 2208",Centro,Rua das Azaléias,2208,-11.8502337,-55.50759149999999,6,20:28:00,18:00 - 23:59
1099,2015-07-01,1,"Jardim Celeste, Avenida das Sibipirunas, 333",Jardim Celeste,Avenida das Sibipirunas,333,-11.8819177,-55.50863019999997,6,20:30:00,18:00 - 23:59
1100,2015-07-01,1,"Jardim Celeste, Avenida das Sibipirunas",Jardim Celeste,Avenida das Sibipirunas,,-11.8819177,-55.50863019999997,6,20:30:00,18:00 - 23:59
1101,2015-07-05,1,"Belo Ramo, Rua Centro Oeste, 20",Belo Ramo,Rua Centro Oeste,20,,,6,20:30:00,18:00 - 23:59
1102,2015-07-09,1,"Jardim Itália 2, Rua Veneza, 245",Jardim Itália 2,Rua Veneza,245,-11.8508541,-55.5341502,6,20:30:00,18:00 - 23:59
1103,2015-07-11,1,"Setor Industrial, Rua das Violetas",Setor Industrial,Rua das Violetas,,-11.8378073,-55.508944799999995,6,20:30:00,18:00 - 23:59
1104,2015-07-19,1,"Jardim das Violetas, Avenida André Maggi",Jardim das Violetas,Avenida André Maggi,,-11.8323105,-55.51477269999998,6,20:30:00,18:00 - 23:59
1105,2015-07-22,1,"Centro, Avenida das Sibipirunas",Centro,Avenida das Sibipirunas,,-11.8556195,-55.501794200000006,3,20:30:00,18:00 - 23:59
1106,2015-07-25,1,"Bom Jardim, Rua Principal",Bom Jardim,Rua Principal,,,,5,20:30:00,18:00 - 23:59
1107,2015-07-27,1,"Jardim São Francisco, Rua São Francisco, 496",Jardim São Francisco,Rua São Francisco,496,-11.8890596,-55.478187100000014,6,20:30:00,18:00 - 23:59
1108,2015-07-28,1,"Vitória Régia, Rua dos Mógnos, 828",Vitória Régia,Rua dos Mógnos,828,-11.8384848,-55.52752720000001,6,20:30:00,18:00 - 23:59
1109,2015-07-29,1,"Jardim Imperial, Rua dos Marfins, 900",Jardim Imperial,Rua dos Marfins,900,-11.8438128,-55.513167299999964,6,20:30:00,18:00 - 23:59
1110,2015-07-31,1,"Jardim das Primaveras, Rua dos Agapantos, 133",Jardim das Primaveras,Rua dos Agapantos,133,-11.8383911,-55.494350999999995,6,20:30:00,18:00 - 23:59
1111,2015-07-28,1,"Jardim Celeste, Rua das Uvas, 256",Jardim Celeste,Rua das Uvas,256,-11.8830531,-55.514285599999994,6,20:30:00,18:00 - 23:59
1112,2015-07-29,1,"Jardim Imperial, Rua dos Marfins, 900",Jardim Imperial,Rua dos Marfins,900,-11.8438128,-55.513167299999964,6,20:40:00,18:00 - 23:59
1113,2015-07-26,1,"Jardim Imperial, Rua dos Angicos, 722",Jardim Imperial,Rua dos Angicos,722,-11.8468131,-55.51361929999996,5,20:45:00,18:00 - 23:59
1115,2015-07-13,1,"Vila América, Rua Central",Vila América,Rua Central,,-11.9242368,-55.506491100000005,8,20:50:00,18:00 - 23:59
1116,2015-07-18,1,"Centro, Avenida das Figueiras",Centro,Avenida das Figueiras,,-11.8530007,-55.505508899999995,6,20:50:00,18:00 - 23:59
1117,2015-07-11,1,"Jardim das Palmeiras, Avenida dos Jequitibás, 2177",Jardim das Palmeiras,Avenida dos Jequitibás,2177,-11.8385063,-55.510392300000035,6,21:00:00,18:00 - 23:59
1118,2015-07-23,1,"Centro, Ruas das Castanheiras, 110",Centro,Ruas das Castanheiras,110,,,6,21:00:00,18:00 - 23:59
1119,2015-07-24,1,"Jardim São Francisco, Santa Paulina",Jardim São Francisco,Santa Paulina,,,,3,21:00:00,18:00 - 23:59
1120,2015-07-24,1,"Jardim das Violetas, Avenida das Itaúbas",Jardim das Violetas,Avenida das Itaúbas,,-11.8347526,-55.505066699999986,6,21:00:00,18:00 - 23:59
1121,2015-07-24,1,"Centro, Alamo",Centro,Alamo,,,,3,21:00:00,18:00 - 23:59
1122,2015-07-26,1,"Centro, Gov Júlio Campos",Centro,Avenida Governador Júlio Campos,,,,6,21:00:00,18:00 - 23:59
1123,2015-07-31,1,"Zona Rural, Br-163",Zona Rural,Br-163,,-11.8260982,-55.48594630000002,3,21:08:00,18:00 - 23:59
1124,2015-07-03,1,"Jardim das Violetas, Avenida dos Pinheiros, 4419",Jardim das Violetas,Avenida dos Pinheiros,4419,-11.8288815,-55.51019439999999,6,21:10:00,18:00 - 23:59
1125,2015-07-30,1,"Jardim Botânico, Rua das Seringueiras",Jardim Botânico,Rua das Seringueiras,,-11.8680247,-55.5071413,6,21:13:00,18:00 - 23:59
